Project Name:,Sample Project
Customer:,ACME Contracting
,
,
Key Words,Page,Count
M,a,t,e,r,i,a,l,s
Quartz,0,0
Granite,0,0
Aluminum,1,3
Concrete,1,9
,
C,o,m,p,e,t,i,t,o,r,s
TMI,0,0
Case Systems,0,0
Leedo,0,0
Saco,0,0
Hansen Company,0,0
ACG,0,0
Wilkie,0,0
Randawg Corp,0,0
,
C,h,a,r,a,c,t,e,r,i,s,t,i,c,s
Face Frame,0,0
PLAM,0,0
Cabinet,0,0
Countertop,0,0
Casework,0,0
Millwork,0,0
Woodworking,0,0
